[8, 119, 99, 92, 156, 82, 62, 107, 90, 112, 103]
[8, 119, 97, 90, 156, 82, 102, 109, 91, 118, 116]
[8, 121, 98, 97, 127, 81, 65, 109, 102, 126, 104]
[8, 118, 100, 93, 151, 82, 104, 106, 90, 123, 101]
[8, 120, 98, 92, 156, 82, 110, 107, 90, 120, 103]
[8, 120, 103, 94, 156, 82, 57, 109, 92, 107, 120]
[8, 120, 98, 91, 156, 82, 62, 107, 90, 112, 102]
[8, 113, 94, 94, 154, 86, 94, 103, 86, 103, 86]
[8, 117, 97, 92, 156, 82, 62, 107, 90, 113, 103]
[8, 120, 98, 92, 156, 82, 84, 107, 90, 109, 103]
[8, 122, 96, 91, 156, 82, 67, 107, 90, 117, 103]
[8, 121, 98, 91, 156, 82, 107, 108, 91, 119, 111]
[8, 121, 97, 95, 132, 82, 70, 108, 99, 124, 103]
[8, 121, 100, 93, 155, 82, 109, 107, 90, 122, 102]
[8, 120, 98, 92, 156, 82, 110, 107, 90, 120, 103]
[8, 120, 100, 92, 156, 82, 62, 108, 91, 112, 115]
[8, 120, 98, 92, 156, 82, 67, 108, 90, 117, 103]
[8, 111, 93, 95, 154, 87, 97, 102, 85, 105, 81]
[8, 120, 97, 93, 156, 82, 67, 108, 90, 118, 104]
[8, 120, 99, 91, 157, 82, 88, 107, 91, 111, 102]
[8, 119, 99, 90, 154, 81, 72, 106, 91, 116, 102]
[8, 122, 99, 92, 156, 82, 111, 107, 90, 120, 106]
[8, 120, 97, 92, 137, 82, 75, 107, 94, 121, 103]
[8, 116, 99, 93, 152, 82, 106, 107, 90, 123, 99]
[8, 120, 98, 92, 156, 82, 110, 107, 90, 120, 103]
[8, 120, 98, 91, 156, 82, 67, 107, 90, 116, 110]
[8, 120, 102, 87, 156, 82, 72, 103, 89, 115, 98]
[8, 110, 93, 96, 154, 88, 98, 101, 84, 106, 78]
[8, 120, 98, 93, 156, 82, 72, 108, 90, 120, 104]
[8, 120, 98, 92, 156, 82, 93, 107, 90, 116, 103]
[8, 118, 100, 91, 154, 81, 77, 106, 91, 119, 103]
[8, 118, 99, 94, 156, 82, 109, 106, 89, 122, 105]
[8, 120, 98, 91, 142, 82, 80, 107, 89, 119, 103]
[8, 114, 98, 93, 150, 82, 104, 107, 90, 123, 98]
[8, 120, 98, 92, 156, 82, 110, 107, 90, 120, 103]
[8, 120, 98, 91, 156, 82, 72, 107, 90, 117, 109]
[8, 120, 105, 83, 156, 82, 76, 100, 88, 111, 94]
[8, 110, 93, 96, 154, 88, 100, 101, 84, 108, 79]
[8, 119, 99, 92, 156, 82, 74, 107, 90, 120, 104]
[8, 120, 97, 92, 155, 82, 98, 107, 89, 119, 103]
[8, 115, 103, 91, 152, 81, 82, 106, 91, 115, 103]
[8, 114, 100, 96, 156, 82, 104, 105, 88, 124, 109]
[8, 120, 99, 91, 147, 82, 85, 107, 87, 119, 103]
[8, 111, 98, 93, 147, 81, 101, 106, 89, 124, 97]
[8, 120, 98, 92, 156, 82, 110, 107, 90, 120, 103]
[8, 120, 99, 93, 156, 82, 77, 107, 90, 118, 105]
[8, 120, 105, 82, 156, 82, 81, 99, 88, 110, 93]
[8, 115, 98, 92, 156, 83, 105, 106, 89, 113, 84]
[8, 119, 99, 91, 156, 82, 79, 107, 90, 119, 103]
[8, 120, 97, 92, 155, 82, 103, 107, 89, 121, 103]
[8, 113, 105, 91, 151, 81, 87, 106, 91, 111, 102]
[8, 112, 100, 97, 156, 82, 102, 105, 88, 125, 111]
[8, 120, 99, 93, 152, 82, 90, 107, 90, 120, 103]
[8, 116, 99, 92, 152, 82, 105, 106, 90, 122, 101]
[8, 120, 98, 92, 156, 82, 110, 107, 90, 120, 103]
[8, 120, 99, 93, 156, 82, 82, 107, 90, 119, 103]
[8, 120, 104, 83, 156, 82, 86, 100, 88, 110, 95]
[8, 120, 100, 91, 157, 81, 109, 108, 91, 118, 89]
[8, 118, 98, 91, 156, 82, 84, 106, 90, 117, 102]
[8, 120, 97, 92, 155, 82, 106, 107, 89, 119, 103]
[8, 115, 104, 91, 152, 81, 92, 106, 91, 112, 102]
[8, 116, 99, 94, 156, 82, 105, 106, 89, 122, 108]
[8, 120, 99, 95, 152, 82, 95, 108, 94, 122, 103]
[8, 114, 100, 92, 149, 82, 102, 106, 90, 123, 99]
[8, 120, 98, 92, 156, 82, 110, 107, 90, 120, 103]
[8, 120, 99, 93, 156, 82, 87, 107, 90, 120, 102]
[8, 120, 103, 84, 156, 83, 91, 102, 88, 110, 97]
[8, 122, 100, 91, 157, 81, 111, 108, 91, 120, 94]
[8, 117, 98, 91, 156, 82, 89, 106, 90, 116, 102]
[8, 120, 97, 92, 155, 82, 103, 107, 89, 114, 103]
[8, 119, 99, 92, 155, 82, 97, 107, 90, 117, 103]
[8, 119, 98, 92, 156, 82, 107, 107, 90, 120, 106]
[8, 120, 98, 94, 151, 82, 100, 108, 94, 122, 103]
[8, 116, 99, 92, 152, 82, 105, 107, 90, 122, 101]
[8, 120, 98, 92, 156, 82, 110, 107, 90, 120, 103]
[8, 120, 99, 93, 156, 82, 92, 108, 91, 117, 107]
[8, 120, 101, 86, 156, 83, 96, 104, 88, 112, 99]
[8, 121, 99, 92, 156, 82, 109, 107, 90, 118, 95]
[8, 118, 99, 92, 156, 82, 94, 107, 90, 117, 102]
[8, 120, 97, 92, 155, 82, 102, 107, 89, 112, 103]
[8, 118, 100, 91, 155, 82, 98, 107, 90, 117, 103]
[8, 118, 99, 93, 156, 82, 105, 106, 90, 121, 109]
[8, 120, 98, 95, 146, 81, 97, 108, 96, 123, 104]
[8, 117, 98, 93, 153, 82, 107, 107, 90, 122, 101]
[8, 120, 98, 92, 156, 82, 110, 107, 90, 120, 103]
[8, 120, 99, 92, 156, 82, 97, 108, 91, 117, 107]
[8, 120, 102, 84, 156, 83, 91, 102, 88, 109, 97]
[8, 116, 96, 94, 155, 85, 105, 105, 88, 114, 93]
[8, 118, 99, 92, 156, 82, 98, 107, 90, 118, 102]
[8, 120, 97, 92, 155, 82, 104, 107, 90, 114, 103]
[8, 115, 103, 91, 152, 81, 96, 106, 91, 114, 102]
[8, 118, 99, 93, 156, 82, 106, 106, 90, 121, 108]
[8, 120, 98, 96, 141, 81, 92, 108, 99, 125, 104]
[8, 117, 98, 93, 153, 82, 107, 107, 90, 121, 101]
[8, 120, 98, 92, 156, 82, 110, 107, 90, 120, 103]
[8, 120, 99, 92, 156, 82, 101, 107, 90, 117, 107]
[8, 120, 102, 86, 156, 82, 94, 102, 88, 112, 97]
[8, 113, 95, 95, 155, 86, 103, 104, 87, 112, 92]
[8, 117, 99, 91, 156, 82, 95, 107, 90, 116, 102]
[8, 120, 98, 92, 156, 82, 107, 107, 90, 117, 103]
[8, 117, 101, 91, 153, 81, 101, 106, 91, 116, 102]
[8, 117, 99, 93, 156, 82, 105, 106, 90, 121, 109]
[8, 120, 98, 94, 146, 81, 97, 108, 95, 123, 104]
[8, 113, 99, 93, 149, 81, 103, 106, 89, 123, 98]
[8, 120, 98, 92, 156, 82, 110, 107, 90, 120, 103]
[8, 120, 100, 92, 156, 82, 96, 107, 90, 116, 109]
[8, 120, 101, 88, 156, 82, 99, 104, 89, 115, 99]
[8, 114, 95, 95, 155, 86, 103, 104, 87, 113, 94]
[8, 117, 99, 91, 156, 83, 95, 106, 90, 115, 102]
[8, 120, 98, 92, 156, 82, 111, 107, 90, 121, 103]
[8, 118, 100, 91, 154, 81, 103, 106, 91, 117, 102]
[8, 116, 99, 93, 156, 82, 105, 106, 90, 121, 110]
[8, 120, 98, 91, 151, 82, 102, 107, 90, 119, 103]
[8, 112, 99, 93, 147, 81, 100, 106, 89, 124, 97]
[8, 120, 98, 92, 156, 82, 110, 107, 90, 120, 103]
[8, 120, 100, 93, 156, 82, 91, 108, 91, 115, 110]
[8, 120, 103, 84, 156, 82, 94, 102, 88, 111, 96]
[8, 118, 97, 93, 155, 84, 107, 106, 89, 116, 98]
[8, 118, 99, 91, 156, 83, 100, 106, 90, 116, 103]
[8, 120, 98, 92, 156, 82, 112, 107, 90, 122, 103]
[8, 116, 102, 91, 153, 81, 98, 106, 91, 114, 102]
[8, 118, 99, 93, 156, 82, 107, 106, 90, 121, 107]
[8, 120, 99, 93, 147, 82, 97, 107, 92, 120, 103]
[8, 110, 99, 93, 145, 81, 98, 106, 89, 125, 96]
[8, 120, 98, 92, 156, 82, 110, 107, 90, 120, 103]
[8, 120, 98, 92, 156, 82, 96, 107, 90, 119, 105]
[8, 120, 102, 85, 156, 83, 93, 102, 88, 111, 97]
[8, 120, 98, 92, 155, 82, 109, 107, 90, 118, 100]
[8, 120, 98, 92, 156, 82, 105, 107, 90, 120, 103]
[8, 120, 98, 92, 156, 82, 112, 107, 90, 122, 103]
[8, 117, 102, 92, 150, 81, 95, 106, 91, 115, 103]
[8, 117, 99, 94, 152, 82, 102, 106, 90, 122, 108]
[8, 120, 99, 94, 145, 82, 94, 107, 93, 120, 103]
[8, 109, 100, 93, 140, 81, 93, 106, 90, 126, 96]
[8, 120, 99, 93, 151, 82, 105, 107, 92, 120, 103]
[8, 120, 99, 93, 153, 82, 91, 107, 91, 118, 105]
[8, 120, 102, 87, 151, 83, 88, 103, 90, 112, 99]
[8, 120, 98, 92, 154, 82, 107, 107, 90, 118, 99]
[8, 121, 98, 93, 153, 82, 104, 107, 91, 122, 103]
[8, 120, 98, 92, 153, 82, 107, 107, 91, 121, 103]
[8, 118, 101, 93, 148, 82, 94, 107, 91, 117, 103]
[8, 116, 100, 95, 150, 82, 97, 106, 90, 123, 109]
[8, 120, 99, 94, 145, 82, 95, 107, 93, 120, 103]
[8, 114, 100, 94, 141, 82, 91, 106, 92, 123, 99]
[8, 120, 99, 93, 148, 82, 101, 107, 93, 120, 103]
[8, 120, 100, 93, 149, 82, 89, 107, 92, 118, 105]
[8, 120, 101, 91, 146, 82, 90, 106, 92, 117, 102]
[8, 117, 98, 94, 149, 83, 102, 106, 90, 115, 95]
[8, 120, 98, 93, 152, 82, 100, 107, 91, 121, 103]
[8, 120, 98, 93, 150, 82, 102, 107, 91, 118, 103]
[8, 119, 100, 93, 147, 82, 94, 107, 91, 118, 103]
[8, 116, 100, 95, 148, 82, 94, 106, 91, 123, 109]
[8, 120, 99, 93, 147, 82, 97, 107, 92, 120, 103]
[8, 116, 100, 94, 142, 82, 92, 106, 92, 122, 101]
[8, 120, 99, 93, 147, 82, 97, 107, 92, 120, 103]
[8, 120, 101, 93, 147, 82, 85, 107, 92, 117, 107]
[8, 120, 104, 87, 146, 82, 85, 103, 91, 112, 98]
[8, 116, 98, 95, 146, 84, 97, 105, 90, 114, 93]
[8, 117, 100, 92, 147, 82, 95, 106, 92, 116, 102]
[8, 120, 99, 93, 146, 82, 97, 107, 92, 118, 103]
[8, 119, 100, 93, 148, 82, 97, 107, 92, 119, 103]
[8, 118, 100, 94, 147, 82, 94, 106, 92, 121, 107]
[8, 120, 99, 93, 148, 82, 98, 107, 92, 120, 103]
[8, 116, 99, 93, 144, 82, 94, 107, 91, 122, 100]
[8, 120, 99, 93, 149, 82, 98, 107, 91, 120, 103]
[8, 120, 101, 93, 146, 82, 88, 107, 92, 118, 106]
[8, 120, 102, 88, 148, 82, 89, 104, 91, 114, 99]
[8, 116, 97, 95, 147, 85, 93, 105, 90, 114, 93]
[8, 117, 100, 92, 145, 82, 90, 106, 92, 115, 102]
[8, 120, 99, 93, 146, 82, 95, 107, 92, 119, 103]
[8, 119, 100, 93, 149, 82, 98, 107, 92, 119, 103]
[8, 120, 99, 93, 147, 82, 96, 107, 92, 119, 103]
[8, 120, 99, 93, 148, 82, 98, 107, 92, 120, 103]
[8, 113, 99, 93, 143, 81, 93, 107, 90, 124, 98]
[8, 120, 99, 93, 150, 82, 100, 107, 91, 120, 103]
